,NH0001.NHF,NH0002.NHF,NH0003.NHF,NH0004.NHF,NH0006.NHF,NH0007.NHF,NH0008.NHF,NH0009.NHF,NH0010.NHF,NH0011.NHF,NH0012.NHF,NH0013.NHF,NH0014.NHF,NH0015.NHF,NH0016.NHF,NH0017.NHF,NH0019.NHF,NH0020.NHF,NH0021.NHF,NH0022.NHF,NH0023.NHF,NH0024.NHF,NH0025.NHF,NH0026.NHF,NH0027.NHF,NH0028.NHF,NH0029.NHF,NH0031.NHF,NH0032.NHF,NH0033.NHF,NH0034.NHF,NH0035.NHF,NH0036.NHF,NH0037.NHF,NH0038.NHF,NH0039.NHF,NH0040.NHF,NH0041.NHF,NH0042.NHF,NH0043.NHF,NH0044.NHF,NH0045.NHF,NH0046.NHF,NH0047.NHF,NH0048.NHF,NH0049.NHF,NH0050.NHF,NH0051.NHF,NH0052.NHF,NH0053.NHF,NH0054.NHF,NH0056.NHF,NH0057.NHF,NH0058.NHF,NH0059.NHF,NH0060.NHF,NH0061.NHF,NH0071.NHF,NH0072.NHF,NH0073.NHF,NH0074.NHF,NHLR.NHF,NHNI.NHF,NHPS.NHF,NHSF.NHF,NHSM.NHF,NHSN.NHF,NHCS.NHF
2015-11-26,1103.73,941.66,987.3,681.14,527.6,730.46,976.19,327.65,505.43,488.03,2929.12,462.88,513.15,1558.23,296.7,366.22,455.0,723.16,358.68,206.02,607.78,565.66,479.28,780.68,800.98,1124.8,423.99,376.39,424.43,858.74,869.61,1017.46,914.35,822.68,542.68,,,,,,,,,,,,,,,,,,,,,,,,,,,916.29,743.82,,651.77,538.96,694.86,889.88
2015-11-27,1094.92,947.37,1001.54,683.24,521.56,724.95,973.57,323.91,521.18,483.46,2943.26,472.85,509.32,1555.91,292.46,366.22,448.6,730.49,363.55,201.01,597.82,559.97,475.02,790.37,784.24,1110.6,423.33,365.86,421.47,857.58,869.61,1017.46,908.51,830.79,534.9,,,,,,,,,,,,,,,,,,,,,,,,,,,916.29,728.79,,644.05,536.38,695.47,909.7
2015-11-30,1104.0248,937.6364,998.3719,694.1673,522.0082,720.1082,956.9767,320.1307,509.1383,479.6866,2897.8321,458.8173,504.9568,1542.2965,287.1656,366.2165,445.1538,725.9423,361.1983,201.0442,601.8537,553.2674,471.0435,779.7955,784.2441,1106.9004,421.6455,364.3011,410.1718,876.8311,869.6062,1017.4588,911.43,829.2633,525.8825,,,,,,,,,,,,,,,,,,,,,,,,,,,916.2873,725.9557,,651.398,535.5266,696.047,904.3323
2015-12-01,1106.9626,947.704,995.2075,698.3505,522.9029,723.5098,978.8105,318.9092,509.1383,481.9574,2924.1438,461.5565,518.7035,1558.1014,288.4018,366.7623,446.1386,729.9838,364.7822,201.4387,605.4108,564.9891,476.7808,776.271,784.2441,1119.2473,426.7883,367.4215,408.7743,870.4367,869.6062,1017.4588,901.2138,850.6974,533.3462,,,,,,,,,,,,,,,,,,,,,,,,,,,916.2873,724.5899,,651.398,537.528,699.4928,891.9442
2015-12-02,1099.9119,955.087,998.8993,693.1563,523.7975,731.6381,973.352,314.0925,513.1699,481.9574,2910.3152,465.2088,530.4516,1567.321,292.9937,366.7623,449.5856,734.5304,367.7153,203.9341,606.3593,562.125,476.0452,774.2225,784.2441,1132.8676,432.5725,369.1044,410.1718,880.8709,937.8123,1017.4588,909.2408,845.6138,540.7177,,,,,,,,,,,,,,,,,,,,,,,,,,,869.6062,736.8706,,618.6871,538.4437,707.7141,890.7053
2015-12-03,1112.5444,953.0735,1002.5911,693.789,516.8642,726.2573,960.6884,311.8681,495.0187,480.8868,2868.3068,464.7523,522.0236,1538.3453,288.7551,366.7623,448.1083,731.4993,365.2511,201.8064,602.7422,554.2131,471.632,775.2855,784.2441,1110.6833,426.7883,354.2864,405.2805,871.3992,869.6062,1017.4588,888.0787,847.227,535.4744,,,,,,,,,,,,,,,,,,,,,,,,,,,916.2873,716.3835,,628.3389,523.0141,692.9202,894.4218
2015-12-04,1110.4879,952.4023,998.8993,690.5252,517.0879,719.9773,969.2036,315.1219,512.8759,482.1715,2886.6559,468.8611,520.4913,1541.638,291.4042,366.7623,444.1689,731.4993,366.6123,200.1697,614.2519,554.2769,475.8981,768.9908,784.2441,1121.34,426.3752,361.0649,403.8829,866.8924,869.6062,1017.4588,888.8084,837.2544,543.659,,,,,,,,,,,,,,,,,,,,,,,,,,,916.2873,723.2446,,626.923,527.5111,690.4544,870.4714
2015-12-07,1116.0698,967.5038,985.7142,696.5866,520.4427,727.7081,993.6575,321.129,516.937,477.247,2946.7077,469.7742,534.5379,1561.3941,294.9364,366.7623,446.1386,742.108,377.006,201.97,624.5003,562.0626,488.4024,777.3556,799.3573,1129.0759,434.2251,352.536,410.1718,866.3622,869.6062,1017.4588,893.9165,837.4011,546.1008,,,,,,,,,,,,,,,,,,,,,,,,,,,881.143,742.5115,,645.972,531.9898,706.9809,856.4316
2015-12-08,1100.7932,949.0464,985.7142,666.2799,511.7202,718.9307,983.8323,313.8704,516.937,460.9748,2894.9964,471.6003,521.0021,1520.5648,292.1106,366.7623,441.2144,727.4579,369.2895,200.497,619.7039,545.7905,482.6651,770.7197,784.9875,1094.8615,430.9199,340.179,400.3891,846.2142,869.6062,1017.4588,905.5922,791.938,541.3984,,,,,,,,,,,,,,,,,,,,,,,,,,,916.6496,715.6712,,644.4618,527.3342,691.3194,851.8893
2015-12-09,1098.443,935.6228,987.8238,680.2676,512.8384,712.5198,988.1991,316.6237,516.937,467.6121,2920.018,477.307,521.2575,1514.6379,292.4638,366.7623,446.1386,711.2921,365.3525,198.8603,625.2198,544.2249,482.2238,773.5636,795.8743,1105.6661,419.7647,335.4543,401.0879,841.9725,869.6062,1017.4588,909.2408,798.8308,542.6524,,,,,,,,,,,,,,,,,,,,,,,,,,,916.6496,717.1221,,641.4415,525.4828,693.3491,841.5658
2015-12-10,1095.7989,933.2737,996.2623,691.924,505.2342,711.595,985.579,314.4962,512.8759,464.4005,2912.5115,473.6547,508.7432,1510.6867,291.051,366.7623,448.1083,709.524,366.7698,198.533,618.2649,544.2249,481.6354,765.9797,795.8743,1106.8666,422.6568,323.4608,396.8953,843.8283,869.6062,1017.4588,909.2408,801.6172,543.9064,,,,,,,,,,,,,,,,,,,,,,,,,,,916.6496,709.2461,,639.5538,523.3228,697.4086,852.7151
2015-12-11,1095.7989,937.6364,996.2623,696.5866,511.2729,723.5098,986.6707,322.8811,516.937,465.6851,2999.253,486.8942,522.7898,1540.9794,292.8171,366.7623,451.5553,714.0706,372.4391,199.8423,628.3375,552.9325,482.3709,780.1996,777.2981,1133.2777,424.7226,319.463,401.0879,846.4793,869.6062,1017.4588,892.4571,803.8171,551.1167,,,,,,,,,,,,,,,,,,,,,,,,,,,916.6496,727.0706,,643.3292,526.4085,716.8126,857.2574
2015-12-14,1080.2286,935.9584,998.8993,701.7154,511.7202,725.734,991.0374,322.8811,512.8759,462.2594,3013.4319,483.4702,522.5344,1544.2721,294.0533,366.7623,450.5705,711.5447,370.7068,201.3154,628.8172,557.9561,479.5758,780.1996,793.7458,1131.477,429.6804,321.6436,405.9792,840.1168,869.6062,1017.4588,892.4571,809.6833,561.7753,,,,,,,,,,,,,,,,,,,,,,,,,,,916.6496,726.0343,,646.6384,537.2515,730.0463,853.541
2015-12-15,1072.5903,933.6093,1003.6459,695.1878,509.9309,724.6873,981.8673,318.2388,512.8759,464.4005,2970.4496,479.3614,516.9158,1543.6136,292.6405,366.7623,451.1138,713.4502,368.0297,201.479,624.0965,557.6212,476.7808,782.0956,798.7768,1136.8792,427.2015,323.0974,403.1842,841.7074,869.6062,1017.4588,904.8625,809.9766,558.6377,,,,,,,,,,,,,,,,,,,,,,,,,,,916.6496,721.993,,652.7854,532.7711,729.0721,863.0386
2015-12-16,1081.4037,931.2602,1002.0637,699.8504,512.1675,723.7715,983.614,315.863,512.8759,466.7557,2956.2728,478.6766,519.9805,1550.8575,295.4662,366.7623,451.1138,712.6888,366.6123,202.1337,620.0159,559.6306,478.399,783.9916,793.9393,1139.8805,428.8541,325.278,410.1718,846.2142,869.6062,1017.4588,904.8625,812.4697,568.0423,,,,,,,,,,,,,,,,,,,,,,,,,,,916.6496,728.0036,,652.6551,538.5997,728.4225,859.7351
2015-12-17,1086.9855,924.884,1005.2281,696.1203,508.3654,723.6407,986.234,313.8623,537.17,465.6851,2930.4211,481.1875,516.1496,1523.8574,296.1726,366.7623,452.601,709.1355,359.0533,202.1337,615.6952,552.9325,480.8998,780.1996,795.4873,1119.4719,430.9199,326.3683,409.473,841.9725,869.6062,1017.4588,907.7814,810.8565,573.6852,,,,,,,,,,,,,,,,,,,,,,,,,,,916.6496,723.5475,,661.357,538.6618,744.579,875.4267
2015-12-18,1094.6238,928.5755,1012.6117,713.3718,509.4836,726.2573,979.0288,316.2381,537.17,468.4685,2986.2942,488.0355,524.5776,1557.4429,302.3539,366.7623,454.5839,711.6736,359.8407,206.2255,615.2151,558.6259,478.6932,790.6275,827.4151,1144.0823,443.3145,335.4543,419.9544,851.2512,869.6062,1017.4588,928.9435,816.1361,584.9708,,,,,,,,,,,,,,,,,,,,,,,,,,,916.6496,730.5943,,656.62,538.6618,769.9098,880.7949
2015-12-21,1101.3808,943.0058,1017.8857,718.9669,515.7459,741.6957,992.3475,321.7401,537.17,474.0354,3022.1531,494.5713,549.3507,1592.3454,308.8884,366.7623,461.0284,718.0187,369.7619,209.4989,627.457,565.9939,486.6371,795.3675,824.7061,1162.0899,451.1644,343.0865,432.5321,872.1945,869.6062,1017.4588,899.7544,838.4277,595.6294,,,,,,,,,,,,,,,,,,,,,,,,,,,916.6496,737.123,,677.7543,560.3651,792.399,877.4914
2015-12-22,1088.7482,944.6837,1011.5569,729.2245,514.1804,738.8174,998.8976,320.4896,537.17,474.2495,3031.3263,493.5196,546.286,1584.443,305.7095,366.7623,469.9515,717.0035,371.1792,208.6806,624.3365,565.3241,487.5197,789.6796,819.6751,1159.0886,450.7513,346.7209,430.4358,871.3992,869.6062,1017.4588,856.7004,849.7201,586.5382,,,,,,,,,,,,,,,,,,,,,,,,,,,916.6496,734.1178,,686.1351,567.9009,784.8485,865.9291
2015-12-23,1090.8047,943.677,1007.3377,733.4208,509.26,734.6307,994.3125,322.7404,537.17,472.1084,3033.8281,496.2655,544.7536,1578.5161,303.237,366.7623,469.2827,716.7497,372.4391,207.8622,628.4172,570.3477,486.1958,783.0436,813.87,1153.6863,449.0987,348.9015,422.7494,867.4226,869.6062,1017.4588,899.0246,845.6138,579.6414,,,,,,,,,,,,,,,,,,,,,,,,,,,916.6496,727.6927,,677.7543,567.9009,765.1492,864.2774
2015-12-24,1087.2793,943.3414,1008.3925,731.5558,509.7073,733.3223,995.4042,325.0086,537.17,472.3225,3016.3156,498.6471,540.9227,1568.638,304.4732,366.7623,481.1009,715.9883,369.447,205.8981,626.2568,573.3618,488.2553,790.6275,781.7486,1148.284,450.7513,346.7209,424.8457,870.0736,869.6062,1017.4588,860.3491,863.3591,584.6573,,,,,,,,,,,,,,,,,,,,,,,,,,,893.0993,719.195,,669.0091,567.9009,762.366,862.2127
2015-12-25,1077.5846,946.3617,1003.6459,735.2858,513.5094,736.5932,997.151,328.8882,537.17,474.0354,3030.4924,498.6471,542.9659,1556.7843,306.7691,366.7623,477.1615,718.0187,372.754,206.7165,631.0576,572.692,489.7264,783.0436,781.7486,1139.8805,448.6855,339.4521,425.5445,865.0366,869.6062,1017.4588,878.5923,860.8659,587.1652,,,,,,,,,,,,,,,,,,,,,,,,,,,914.1134,716.397,,669.0091,574.2805,760.7751,851.8893
